mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__max_depth,param_classifier__min_samples_leaf,param_classifier__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.0020535469055175783,0.0002690807293813935,0.0010237932205200196,7.387217596677899e-05,20,4,2,"{'classifier__max_depth': 20, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}",1.0,0.9090909090909091,1.0,0.7272727272727273,1.0,1.0,0.9,1.0,0.9,1.0,0.9436363636363637,0.08418790474756527,2
0.0020042181015014647,0.00025731968518198363,0.0009873390197753906,8.737959932938127e-05,20,4,5,"{'classifier__max_depth': 20, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}",1.0,0.9090909090909091,1.0,0.7272727272727273,1.0,1.0,0.9,1.0,0.9,1.0,0.9436363636363637,0.08418790474756527,2
0.0019303321838378905,0.0001493566790153041,0.0010533094406127929,0.00017057213814823744,20,4,10,"{'classifier__max_depth': 20, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}",0.9090909090909091,1.0,1.0,0.7272727272727273,1.0,1.0,0.9,1.0,0.9,1.0,0.9436363636363637,0.08418790474756527,2
0.0019165515899658204,0.00013601938534279242,0.000982952117919922,8.354772150981398e-05,30,1,2,"{'classifier__max_depth': 30, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2}",0.9090909090909091,0.9090909090909091,0.9090909090909091,0.7272727272727273,1.0,1.0,0.9,1.0,0.9,0.9,0.9154545454545454,0.07595670798292475,20
0.001916050910949707,0.00017699551243049693,0.0009273529052734375,3.043573551232587e-05,30,1,5,"{'classifier__max_depth': 30, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5}",0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,0.9,0.9145454545454547,0.049826144021980795,25
0.0018243789672851562,0.0001156502642000337,0.0009644508361816406,0.0001018514459006489,30,1,10,"{'classifier__max_depth': 30, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10}",0.9090909090909091,0.8181818181818182,0.9090909090909091,0.7272727272727273,1.0,0.9,0.9,1.0,0.9,1.0,0.9063636363636363,0.08141821430020871,30
0.001919102668762207,0.00022281182626876573,0.0009746551513671875,7.889018237745668e-05,30,2,2,"{'classifier__max_depth': 30, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}",0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,0.9,0.9145454545454547,0.049826144021980795,25
0.0019905567169189453,0.00025814959232077755,0.0009776115417480468,7.199713706603307e-05,30,2,5,"{'classifier__max_depth': 30, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}",1.0,0.9090909090909091,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,0.9,0.9236363636363636,0.05592202363356253,17
0.0019509315490722657,0.0002454368168411825,0.0009546995162963868,7.088838714512778e-05,30,2,10,"{'classifier__max_depth': 30, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}",1.0,0.9090909090909091,0.9090909090909091,0.7272727272727273,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.07998450263117865,13
0.0021003246307373046,0.00031488592976992906,0.001095724105834961,0.0003453153134927549,30,4,2,"{'classifier__max_depth': 30, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}",1.0,0.9090909090909091,1.0,0.7272727272727273,1.0,1.0,0.9,1.0,0.9,1.0,0.9436363636363637,0.08418790474756527,2
0.002005910873413086,0.00016010900937294884,0.0010890960693359375,0.000243118290464839,30,4,5,"{'classifier__max_depth': 30, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}",0.9090909090909091,1.0,1.0,0.7272727272727273,1.0,1.0,0.9,1.0,0.9,1.0,0.9436363636363637,0.08418790474756527,2
0.0019632577896118164,0.00016040036726680442,0.0009750604629516601,3.2152413924997725e-05,30,4,10,"{'classifier__max_depth': 30, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}",0.9090909090909091,0.9090909090909091,1.0,0.7272727272727273,1.0,1.0,0.9,1.0,0.9,1.0,0.9345454545454546,0.08250219130573402,11
0.0019485950469970703,0.00012583460665731733,0.0009681463241577148,3.620447945530128e-05,,1,2,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2}",0.9090909090909091,0.8181818181818182,0.9090909090909091,0.8181818181818182,1.0,1.0,0.9,1.0,0.9,0.9,0.9154545454545454,0.06416018177670504,20
0.0019089221954345704,7.686935931621449e-05,0.0009870290756225585,9.319357741576359e-05,,1,5,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5}",0.9090909090909091,0.9090909090909091,0.9090909090909091,0.7272727272727273,1.0,0.9,0.9,1.0,0.9,0.9,0.9054545454545455,0.0705585742252082,33
0.0017971038818359376,3.558291660510932e-05,0.0009377717971801758,4.74278079918344e-05,,1,10,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10}",0.9090909090909091,0.8181818181818182,0.9090909090909091,0.7272727272727273,1.0,0.9,0.9,1.0,0.9,1.0,0.9063636363636363,0.08141821430020871,30
0.001982760429382324,0.0004436039051923976,0.0009338140487670898,4.685068249638148e-05,,2,2,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 2}",0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,1.0,0.9,0.9,1.0,0.9,0.9,0.9145454545454547,0.049826144021980795,25
0.0018426895141601563,0.00014010619875704945,0.0009746074676513672,9.16123072202847e-05,,2,5,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5}",1.0,0.9090909090909091,0.9090909090909091,0.7272727272727273,1.0,0.9,0.9,1.0,0.9,0.9,0.9145454545454547,0.07608173073784609,25
0.0018903732299804688,9.685657867533719e-05,0.0009883642196655273,7.565110179334648e-05,,2,10,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 10}",1.0,0.9090909090909091,0.9090909090909091,0.7272727272727273,1.0,0.9,0.9,1.0,0.9,1.0,0.9245454545454546,0.07998450263117865,13
0.0018903017044067383,9.59365818881735e-05,0.0009663820266723633,5.333611191310347e-05,,4,2,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2}",0.9090909090909091,0.9090909090909091,1.0,0.7272727272727273,1.0,1.0,0.9,1.0,0.9,1.0,0.9345454545454546,0.08250219130573402,11
0.0017853736877441405,5.407680268236327e-05,0.000920557975769043,4.124303070699966e-05,,4,5,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 5}",0.9090909090909091,1.0,1.0,0.7272727272727273,1.0,1.0,0.9,1.0,0.9,1.0,0.9436363636363637,0.08418790474756527,2
0.0018418788909912109,0.00014801428638205392,0.0009050607681274414,2.3298863248254617e-05,,4,10,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10}",0.9090909090909091,1.0,1.0,0.7272727272727273,1.0,1.0,0.9,1.0,0.9,1.0,0.9436363636363637,0.08418790474756527,2
